ScientificName,ScientificNamePopID,Family,CommonName,SerenaOrSarah,TeleostOrElasmo,MROriginLocation,RawMetabolicRate,MRRawDataOrMean,SampleSize,RawMetabolicRateUnits,RawMetabolicRateCitation,BodyMass,MassRawDataOrMean,BodyMassUnits,Temperature,TemperatureUnits,FactorialAerobicScope,binTemp
Electrona antarctica,Electrona antarctica,Myctophidae,Antarctic lanternfish,Sarah,Teleost,somewhere in Antarctica,0.047,Mean,47,ul O2 mg^-1 h^-1,"Torres, J. J., & Somero, G. N. (1988). Metabolism, enzymic activities and cold adaptation in Antarctic mesopelagic fishes.ÊMarine Biology,Ê98, 169-180.",4.6,Middle,g,0.5,ËšC,3.13,NA
Gymnoscopelus braueri,Gymnoscopelus braueri,Myctophidae,Brauerâ€™s lanternfish,Sarah,Teleost,somewhere in Antarctica,0.027,Mean,18,ul O2 mg^-1 h^-1,"Torres, J. J., & Somero, G. N. (1988). Metabolism, enzymic activities and cold adaptation in Antarctic mesopelagic fishes.ÊMarine Biology,Ê98, 169-180.",12.2,Middle,g,0.5,ËšC,2.69,NA
Gymnoscopelus opisthopterus,Gymnoscopelus opisthopterus,Myctophidae,NA,Sarah,Teleost,somewhere in Antarctica,0.021,Mean,15,ul O2 mg^-1 h^-1,"Torres, J. J., & Somero, G. N. (1988). Metabolism, enzymic activities and cold adaptation in Antarctic mesopelagic fishes.ÊMarine Biology,Ê98, 169-180.",19.2,Middle,g,0.5,ËšC,2.62,NA
Cynomacrurus piriei,Cynomacrurus piriei,Myctophidae,Dogtooth grenadier,Sarah,Teleost,somewhere in Antarctica,0.008,Mean,1,ul O2 mg^-1 h^-1,"Torres, J. J., & Somero, G. N. (1988). Metabolism, enzymic activities and cold adaptation in Antarctic mesopelagic fishes.ÊMarine Biology,Ê98, 169-180.",1.8,Middle,g,0.5,ËšC,1.67,NA
Squalus acanthias,Squalus acanthias NWA,Squalidae,Spiny dogfish,Sarah,Elasmo,"Long Beach Island, New Jersey",92.06,Mean,22,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.4,Mean,kg,10,ËšC,4.43,NA
Squalus acanthias,Squalus acanthias NWA,Squalidae,Spiny dogfish,Sarah,Elasmo,"Long Beach Island, New Jersey",121.87,Mean,17,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.4,Mean,kg,13,ËšC,4.56,NA
Squalus acanthias,Squalus acanthias NWA,Squalidae,Spiny dogfish,Sarah,Elasmo,"Long Beach Island, New Jersey",149.08,Mean,21,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.4,Mean,kg,17,ËšC,4.15,NA
Squalus acanthias,Squalus acanthias NWA,Squalidae,Spiny dogfish,Sarah,Elasmo,"Long Beach Island, New Jersey",156.03,Mean,23,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.4,Mean,kg,21,ËšC,3.38,NA
Squalus acanthias,Squalus acanthias NWA,Squalidae,Spiny dogfish,Sarah,Elasmo,"Long Beach Island, New Jersey",152.21,Mean,21,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.4,Mean,kg,23,ËšC,2.97,NA
Carcharhinus leucas,Carcharhinus leucas,Carcharhinidae,Bull shark,Sarah,Elasmo,"Alafia River, Florida",230.04,Mean,4,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.81,Mean,kg,21.91,ËšC,2.38,NA
Carcharhinus leucas,Carcharhinus leucas,Carcharhinidae,Bull shark,Sarah,Elasmo,"Alafia River, Florida",351.41,Mean,4,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.73,Mean,kg,25.42,ËšC,3.35,NA
Carcharhinus leucas,Carcharhinus leucas,Carcharhinidae,Bull shark,Sarah,Elasmo,"Alafia River, Florida",355.54,Mean,6,mg O2 kg^-1 h^-1,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2.75,Mean,kg,29.63,ËšC,2.91,NA
Katsuwonus pelamis,Katsuwonus pelamis,Scombridae,Skipjack tuna,Sarah,Teleost,"Kewalo Research Facility, Hawaii",1885,Mean,18,mg O2 kg^-1 h^-1,"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel: I. Energetics.ÊJournal of Experimental Biology,Ê192(1), 13-31.",1.7,Mean,kg,24,ËšC,6.98,NA
Thunnus albacares,Thunnus albacares,Scombridae,Yellowfin tuna,Sarah,Teleost,"Kewalo Research Facility, Hawaii",937,Mean,12,mg O2 kg^-1 h^-1,"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel: I. Energetics.ÊJournal of Experimental Biology,Ê192(1), 13-31.",2.17,Middle,kg,24,ËšC,4.703557312,NA
Oncorhynchus nerka,Oncorhynchus nerka ADM,Salmonidae,Sockeye salmon,Sarah,Teleost,(Lower) Adams River Stock,0.3093,Mean,15,umol O2 g^-1 min^-1,"Steinhausen, M. F., Sandblom, E., Eliason, E. J., Verhille, C., & Farrell, A. P. (2008). The effect of acute temperature increases on the cardiorespiratory performance of resting and swimming sockeye salmon (Oncorhynchus nerka).ÊJournal of Experimental Biology,Ê211(24), 3915-3926.",2.55,Mean,kg,15,ËšC,6.493783304,NA
Oncorhynchus keta,Oncorhynchus keta,Salmonidae,Chum salmon,Sarah,Teleost,Japan (early run),10.3,Mean,NA,mg O2 kg^-1 min^-1,"Abe, T. K., Kitagawa, T., Makiguchi, Y., & Sato, K. (2019). Chum salmon migrating upriver adjust to environmental temperatures through metabolic compensation.ÊJournal of Experimental Biology,Ê222(3), jeb186189.",3.4,Mean,kg,14,ËšC,4,NA
Oncorhynchus keta,Oncorhynchus keta,Salmonidae,Chum salmon,Sarah,Teleost,Japan (late run),10.7,Mean,NA,mg O2 kg^-1 min^-1,"Abe, T. K., Kitagawa, T., Makiguchi, Y., & Sato, K. (2019). Chum salmon migrating upriver adjust to environmental temperatures through metabolic compensation.ÊJournal of Experimental Biology,Ê222(3), jeb186189.",2.7,Mean,kg,12,ËšC,4,NA
Polyprion oxygeneios,Polyprion oxygeneios,Polyprionidae,Hapuku wreckfish,Sarah,Teleost,"Ruakaka, Northland, New Zealand ",94.08,Mean,8,mg O2 kg^-1 h^-1,"Khan, J. R., Trembath, C., Pether, S., Bruce, M., Walker, S. P., & Herbert, N. A. (2014). Accommodating the cost of growth and swimming in fishÑthe applicability of exercise-induced growth to juvenile hapuku (Polyprion oxygeneios).ÊFrontiers in physiology,Ê5, 448.",118.95,Mean,g,12,ËšC,2.092556033,NA
Polyprion oxygeneios,Polyprion oxygeneios,Polyprionidae,Hapuku wreckfish,Sarah,Teleost,"Ruakaka, Northland, New Zealand ",204.96,Mean,8,mg O2 kg^-1 h^-1,"Khan, J. R., Trembath, C., Pether, S., Bruce, M., Walker, S. P., & Herbert, N. A. (2014). Accommodating the cost of growth and swimming in fishÑthe applicability of exercise-induced growth to juvenile hapuku (Polyprion oxygeneios).ÊFrontiers in physiology,Ê5, 448.",135.62,Mean,g,15,ËšC,2.723366686,NA
Polyprion oxygeneios,Polyprion oxygeneios,Polyprionidae,Hapuku wreckfish,Sarah,Teleost,"Ruakaka, Northland, New Zealand ",334.54,Mean,8,mg O2 kg^-1 h^-1,"Khan, J. R., Trembath, C., Pether, S., Bruce, M., Walker, S. P., & Herbert, N. A. (2014). Accommodating the cost of growth and swimming in fishÑthe applicability of exercise-induced growth to juvenile hapuku (Polyprion oxygeneios).ÊFrontiers in physiology,Ê5, 448.",167.18,Mean,g,18,ËšC,3.138045632,NA
Polyprion oxygeneios,Polyprion oxygeneios,Polyprionidae,Hapuku wreckfish,Sarah,Teleost,"Ruakaka, Northland, New Zealand ",378.63,Mean,8,mg O2 kg^-1 h^-1,"Khan, J. R., Trembath, C., Pether, S., Bruce, M., Walker, S. P., & Herbert, N. A. (2014). Accommodating the cost of growth and swimming in fishÑthe applicability of exercise-induced growth to juvenile hapuku (Polyprion oxygeneios).ÊFrontiers in physiology,Ê5, 448.",160.53,Mean,g,21,ËšC,3.007688637,NA
Polyprion oxygeneios,Polyprion oxygeneios,Polyprionidae,Hapuku wreckfish,Sarah,Teleost,"Ruakaka, Northland, New Zealand ",168.89,Mean,8,mg O2 kg^-1 h^-1,"Khan, J. R., Trembath, C., Pether, S., Bruce, M., Walker, S. P., & Herbert, N. A. (2014). Accommodating the cost of growth and swimming in fishÑthe applicability of exercise-induced growth to juvenile hapuku (Polyprion oxygeneios).ÊFrontiers in physiology,Ê5, 448.",110.58,Mean,g,24,ËšC,1.655527092,NA
Acipenser brevirostrum,Acipenser brevirostrum,Acipenseridae,Shortnose sturgeon,Sarah,Teleost,"Acadian Sturgeon and Caviar, Inc. in New Bruns- wick, Canada ",117,Mean,8,mg O2 kg^-1 h^-1,"Zhang, Y., & Kieffer, J. D. (2017). The effect of temperature on the resting and post-exercise metabolic rates and aerobic metabolic scope in shortnose sturgeon Acipenser brevirostrum.ÊFish physiology and biochemistry,Ê43, 1245-1252.",100,Mean,g,15,ËšC,1.921259843,NA
Acipenser brevirostrum,Acipenser brevirostrum,Acipenseridae,Shortnose sturgeon,Sarah,Teleost,"Acadian Sturgeon and Caviar, Inc. in New Bruns- wick, Canada ",156,Mean,8,mg O2 kg^-1 h^-1,"Zhang, Y., & Kieffer, J. D. (2017). The effect of temperature on the resting and post-exercise metabolic rates and aerobic metabolic scope in shortnose sturgeon Acipenser brevirostrum.ÊFish physiology and biochemistry,Ê43, 1245-1252.",100,Mean,g,20,ËšC,1.788944724,NA
Acipenser brevirostrum,Acipenser brevirostrum,Acipenseridae,Shortnose sturgeon,Sarah,Teleost,"Acadian Sturgeon and Caviar, Inc. in New Bruns- wick, Canada ",139,Mean,8,mg O2 kg^-1 h^-1,"Zhang, Y., & Kieffer, J. D. (2017). The effect of temperature on the resting and post-exercise metabolic rates and aerobic metabolic scope in shortnose sturgeon Acipenser brevirostrum.ÊFish physiology and biochemistry,Ê43, 1245-1252.",100,Mean,g,25,ËšC,1.549407115,NA
Forsterygion lapillum,Forsterygion lapillum,Tripterygiidae,Common triplefin,Sarah,Teleost,Northeastern NZ,0.4,Mean,21,mg O2 g^-1 h^-1,"McArley, T. J., Hickey, A. J., & Herbert, N. A. (2017). Chronic warm exposure impairs growth performance and reduces thermal safety margins in the common triplefin fish (Forsterygion lapillum).ÊJournal of Experimental Biology,Ê220(19), 3527-3535.",2.5,Mean,g,15,ËšC,4.474137931,NA
Salvelinus alpinus,Salvelinus alpinus,Salmonidae,Arctic charr,Sarah,Teleost,"Holalax fish farm, Iceland?",83.33,Mean,9,umol O2 kg^-1 min^-1,"Beuvard, C., Imsland, A. K., & Thorarensen, H. (2022). The effect of temperature on growth performance and aerobic metabolic scope in Arctic charr, Salvelinus alpinus (L.).ÊJournal of Thermal Biology,Ê104, 103117.",9.87,Mean,g,5,ËšC,2.403334456,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.239403518,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",42.3,Raw,g,28,ËšC,9.243446594,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.359307609,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",132.48,Raw,g,28,ËšC,14.21563645,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.640576333,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",69.17,Raw,g,28,ËšC,10.734619,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.19965437,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",77.65,Raw,g,28,ËšC,3.682493041,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.173604719,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",61.95,Raw,g,28,ËšC,3.436230005,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.384522272,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",141.66,Raw,g,28,ËšC,3.471819992,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.314318791,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",75.95,Raw,g,28,ËšC,5.122645204,NA
Cephalopholis argus,Cephalopholis argus,Serranidae,Peacock hind,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.289907019,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",77.6,Raw,g,28,ËšC,4.712295964,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.008109954,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",1.273,Raw,g,28,ËšC,2.213597738,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.025841349,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",6.213,Raw,g,28,ËšC,2.993739325,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.013787705,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",4,Raw,g,28,ËšC,2.292438776,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.015504136,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",4.6,Raw,g,28,ËšC,2.347153553,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.006367809,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",2.236,Raw,g,28,ËšC,2.357206602,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.24265283,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",78.38,Raw,g,28,ËšC,5.851959293,NA
Chaetodon ornatissimus,Chaetodon ornatissimus,Chaetodontidae,Ornate butterflyfish,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.187548354,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",103.7,Raw,g,28,ËšC,2.398773818,NA
Chromis iomelas,Chromis iomelas,Pomacentridae,Half-and-half chromis,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.01004643,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",1.811,Raw,g,28,ËšC,3.246019243,NA
Chromis iomelas,Chromis iomelas,Pomacentridae,Half-and-half chromis,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.004547273,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",1.512,Raw,g,28,ËšC,2.196854062,NA
Chromis iomelas,Chromis iomelas,Pomacentridae,Half-and-half chromis,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.002140655,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",0.36,Raw,g,28,ËšC,2.991805499,NA
Chromis iomelas,Chromis iomelas,Pomacentridae,Half-and-half chromis,Sarah,Teleost,"Opunohu Bay, Mo'orea, French Polynesia",0.005686362,Raw,1,g O2 day^-1,"Schiettekatte, N. M., Conte, F., French, B., Brandl, S. J., Fulton, C. J., Mercire, A., ... & Parravicini, V. (2022). Combining stereo_video monitoring and physiological trials to estimate reef fish metabolic demands in the wild.ÊEcology and Evolution,Ê12(7), e9084.",0.839,Raw,g,28,ËšC,3.329870482,NA
